Sample ID,IC50 (uM),SMILES
NCGC00395162-01,44.6684,CN(C)C1=CC=C(C=C1)C2=CC=NC(=N2)N[C@H]3CO[C@@H]4[C@@H](CO[C@H]34)OC(=O)NC5=CC(=CC=C5)C#N
NCGC00397722-01,44.6684,CC(C)(CC(O)=O)CC(=O)N1CC2=C(C[C@H]1C3=NC(=NO3)C4=CC=NC=C4)[NH]C=N2
NCGC00397791-01,44.6684,COC1=NC(=NC=C1)N2CC[C@@H](C2)C3=NN=C(O3)C4=CC=C(C)C=C4
NCGC00397828-01,44.6684,CC1=CC=C(C=C1)C2=NN=C(O2)[C@H]3CCN(C3)CC4=CC=C(C=C4)[S+](C)([O-])=O
NCGC00397860-01,44.6684,FC(F)(F)C1=CC=CC(=C1)N2C(=O)[C@@H]3C[C@H](CCN3C2=O)NC(=O)C4=CC=NC=C4
NCGC00398026-01,44.6684,COC1=CC=C(NC(=O)N2C[C@@H]3C[C@H](C2)\C4=C\C=C(\N[S+]([O-])(=O)C5=CC=C(NC(C)=O)C=C5)C(=O)N4C3)C=C1
NCGC00398423-01,44.6684,COC1=CC=C(C=C1)C(=O)N[C@H]2CO[C@@H]3[C@H](CO[C@H]23)NC4=NC(=CC=N4)C5=CC=CS5
NCGC00398955-01,44.6684,CC1=CC=CC=C1\C2=C\C=C3\[C@@H]4C[C@@H](CN(C4)[S+]([O-])(=O)C5=CC=CC=C5C#N)CN3C2=O
NCGC00399490-01,44.6684,CC(=O)C1=CC=CC(=C1)NC(=O)O[C@@H]2CO[C@@H]3[C@H](CO[C@H]23)NC4=NC(=CC=N4)C5=CC=CC(=C5)F
NCGC00399492-01,44.6684,O=C(NC1=CC(=CC=C1)C#N)O[C@@H]2CO[C@@H]3[C@H](CO[C@H]23)NC4=NC(=CC=N4)C5=CC=CC=C5
NCGC00400378-01,44.6684,CC1=CC=C(NC(=O)N2CC3=C(C[C@H]2C4=NC(=NO4)C5=CC=C(C)C=C5)[NH]C=N3)C=C1
NCGC00400410-01,44.6684,CC1=CC(=CC=C1)C2=NOC(=N2)[C@@H]3CC4=C(CN3C(=O)NC5=CC=CC=C5)N=C[NH]4
NCGC00401125-01,44.6684,COC1=CC(=CC(=C1OC)OC)C(=O)N[C@H](C)C2=C(C(O)=O)C(=NO2)C3=CC=CC=C3
NCGC00401168-01,44.6684,C[C@@H](NC(=O)COC1=CC=CC=C1)C2=C(ON=C2C3=CC=C(F)C=C3)C(O)=O
NCGC00401169-01,44.6684,COC1=CC=C(CC(=O)N[C@H](C)C2=C(C(O)=O)C(=NO2)C3=CC=CN=C3)C=C1
NCGC00401629-01,44.6684,FC1=CC(=CC=C1)NC(=O)N2CC3=C(C[C@H]2C4=NC(=NO4)C5=CC=CC=C5)[NH]C=N3
NCGC00409062-01,44.6684,CC(C)OC1=CC(=CC=C1)C2=N[NH]C3=C2CC(=O)N(C3)C4=CC=CC=C4
NCGC00409094-01,44.6684,O=C1CC2=C(CN1CCOC3=CC=CC=C3)[NH]N=C2C4=CC(=CC=C4)N5CCOCC5
NCGC00409095-01,44.6684,O=C1CC2=C(CN1CC3=NC=CC=C3)[NH]N=C2C4=C(OC5=CC=CC=C5)C=CC=C4
NCGC00409115-01,44.6684,CC(=O)NC1=CC=CC(=C1)C2=N[NH]C3=C2CC(=O)N(CCOC4=CC=CC=C4)C3
NCGC00409125-01,44.6684,O=C1CC2=C(CN1CCC3=CC=NC=C3)[NH]N=C2C4=C5C=CC=CC5=CC=C4
NCGC00409336-01,44.6684,COC1=CC=C(C=C1)N2N(CC3=CC=CC=C3)/C4=C(/CCN(CCCC5=CC=CC=C5)C4)C2=O
NCGC00409550-01,44.6684,COC1=NC=CC=C1CN2CC[N]3C(=NC=C3C(=O)NC4=CC=CC=C4)CC2
NCGC00409773-01,44.6684,OC1=CC(=CC=C1)C(=O)N2CCNC3=C(C2)N=C(NC4=CC=CC(=C4)F)N=C3
NCGC00409776-01,44.6684,COC1=CC=CC=C1NC2=NC3=C(NCCN(C3)C(=O)C4=CC=CC(=C4)O)C=N2
NCGC00409827-01,44.6684,COC1=CC=CC=C1NC2=NC3=C(NCCN(C3)C(=O)C4=CC=CC(=C4)N(C)C)C=N2
NCGC00410387-01,44.6684,CC(=O)NC1(C)CCN(CC1)CC2=CN=C(S2)C3=CC(=CC=C3)F
NCGC00410516-01,44.6684,CC(=O)NC1(C)CCN(CC2=CC=C(C=C2)C3=CC=CC4=NC=CC=C34)C1
NCGC00410530-01,44.6684,CC(=O)NC1(C)CCN(CC2=CC=C(C=C2)C3=CC=C(C=C3)N4CCOCC4)C1
NCGC00410819-01,44.6684,CN(C)C1=N[N]2C(=NN=C2C3=NC=CC(=C3)C(=O)NCCC4=CC=CC=N4)C=C1
NCGC00410883-01,44.6684,COC1=CC=C(CNC(=O)C2=CC(=NC=C2)C3=NN=C4C=CC(=N[N]34)N(C)C)C=C1OC
NCGC00410948-01,44.6684,O=C(NCCC1=CC=CC=N1)C2=CC(=NC=C2)C3=NN=C4C=CC(=N[N]34)N5CCOCC5
NCGC00411242-01,44.6684,CN1CCNC2=C(C1)C=NC(=C2)C3=CC=CC(=C3)NC(C)=O
NCGC00411307-01,44.6684,C1CN(CC2=CSC=C2)CC3=C(N1)C=NC(=C3)C4=CC=CC=C4
NCGC00411376-01,44.6684,COC1=CC=C(NC2=CC(=NC3=C2ON=C3C)C4=CC=CS4)C=C1OC
NCGC00411412-01,44.6684,CC1=NOC2=C1N=C(C=C2NCCC[N]3C=CN=C3)C4=CC=CC=C4
NCGC00411459-01,44.6684,COCCCNC1=CC(=NC2=C1ON=C2C)C3=CC=C(Cl)C=C3
NCGC00411480-01,44.6684,COCCNC1=CC(=NC2=C1ON=C2C)C3=CC=C(Cl)C=C3
NCGC00411483-01,44.6684,COC1=CC=CC=C1C2=CC(=NC3=C2ON=C3C)C4=CC=CC=C4
NCGC00411490-01,44.6684,CC1=NOC2=C1N=C(C=C2N3CCOCC3)C4=CC=CS4
NCGC00411520-01,44.6684,COCCNC1=CC(=NC2=C1ON=C2C)C3=CC=C(F)C=C3
NCGC00411523-01,44.6684,COC1CCCN(C1)C2=CC(=NC3=C2ON=C3C)C4=CSC=C4
NCGC00411561-01,44.6684,COC1=CC=CC=C1C2=NC3=C(ON=C3C)C(=C2)C4=CSC=C4
NCGC00411594-01,44.6684,C/C1=C/C(=C(/CNC(=O)C2=C3C=C[NH]C3=CC(=N2)NC4=CC=CC=C4)C(=O)N1)C
NCGC00411650-01,44.6684,C[N]1C=CC2=C(N=C(C=C12)C3=CC=CC=C3C(F)(F)F)C(=O)NCCC(N)=O
NCGC00411663-01,44.6684,C[N]1C=CC2=C(N=C(C=C12)C3=CC=CC(=C3)N4CCOCC4)C(=O)NCC5CCOCC5
NCGC00411725-01,44.6684,CC(C)[N]1C=CC2=C(N=C(C=C12)C3=CN=CN=C3)C(=O)NCC4=C(C)C=C(C)NC4=O
NCGC00411978-01,44.6684,CN(C)C1=CC(=CC=C1)C2=C[N]3C=NC=C3C(=C2)C4=C[NH]N=C4
NCGC00411984-01,44.6684,O=C1COCCN1C2=CC(=C[N]3C=NC=C23)C4=CC=CC5=C4[NH]N=C5
NCGC00411992-01,44.6684,NC(=O)C1=CC(=CC=C1)C2=C[N]3C=NC=C3C(=C2)C4=CC=NC=C4
NCGC00412057-01,44.6684,C[N]1C=C(C=N1)C2=C[N]3C=NC=C3C(=C2)C4=CC=NC=C4
NCGC00412072-01,44.6684,C1C\C(=C/CO1)C2=CC(=C[N]3C=NC=C23)C4=CN=C5[NH]C=CC5=C4
NCGC00412119-01,44.6684,COC1=CC=C(C=C1)C2=CC(=C[N]3C=NC=C23)C4=CC=C5CNC(=O)C5=C4
NCGC00412128-01,44.6684,CN(C)CC1=CC=C(C=C1)C2=C[N]3C=NC=C3C(=C2)C4=CC=C(O)N=C4
NCGC00412141-01,44.6684,COC1=CC(=CC=C1)C2=C[N]3C=NC=C3C(=C2)C4=CC=C(O)N=C4
NCGC00412146-01,44.6684,COC1=C(OC)C(=CC=C1)C2=NC(=C3C=C[N](CC4=CC=CN=C4)C3=C2)C/5=C/COCC5
NCGC00412151-01,44.6684,OC1=CC=C(C=N1)C2=CC(=C[N]3C=NC=C23)C4=CC=CC(=C4)N5CCOCC5
NCGC00412159-01,44.6684,COC1=CC=C(C=N1)C2=C[N]3C=NC=C3C(=C2)C4=CC=CN=C4
NCGC00412162-01,44.6684,COC1=CC=C(C=C1)C2=CC(=C[N]3C=NC=C23)C4=CC=CC=C4O
NCGC00412173-01,44.6684,CC1=C(C(=NO1)C)C2=CC(=C[N]3C=NC=C23)C4=CC=CC(=C4)N5CCOCC5
NCGC00412175-01,44.6684,[F][C]([F])([F])C1=CC(=CC=C1)C2=C[N]3C=NC=C3C(=C2)C4=CC=CN=C4
NCGC00412177-01,44.6684,CC1=C(C(=NO1)C)C2=CC(=C[N]3C=NC=C23)C4=CC=CC(=C4)O
NCGC00412178-01,44.6684,COC1=CC=C(C=C1)C2=CC(=C[N]3C=NC=C23)C4=CC=C(F)C=C4
NCGC00412189-01,44.6684,CN(C)CC1=CC=C(C=C1)C2=NC(=C3C=C[N](CC4=CC=NC=C4)C3=C2)N5CCOCC5
NCGC00412252-01,44.6684,CNC(=O)C1=CC(=CC=C1)C2=CC3=C([NH]C=C3CC(=O)N(C)C4=CC=CC=C4)N=C2
NCGC00412256-01,44.6684,CC1=CC=CC=C1C2=CC3=C([NH]C=C3CC(=O)NC4=CC=CC=N4)N=C2
NCGC00412270-01,44.6684,COC1=NC=CC=C1C2=CC3=C([NH]C=C3CC(=O)NC4=NC(=CS4)C)N=C2
NCGC00412271-01,44.6684,COC1=NC=CC=C1C2=CC3=C([NH]C=C3CC(=O)N(C)CC4=CC=CC=C4)N=C2
NCGC00412299-01,44.6684,CC1=CC=CC=C1C2=CC3=C([NH]C=C3CC(=O)NC4=CC=CN=C4)N=C2
NCGC00412309-01,44.6684,C[N]1C=C(C=N1)C2=CC3=C([NH]C=C3CC(=O)NCC4=CC=CC(=C4)F)N=C2
NCGC00412338-01,44.6684,COC1=CC=C(NC(=O)CC2=C[NH]C3=C2C=C(C=N3)C4=CC=CC=C4)C=C1OC
NCGC00412400-01,44.6684,CN(C)C1=CC(=CC=C1)NC(=O)CC2=C[NH]C3=C2C=C(C=N3)C4=C[N](C)N=C4
NCGC00412409-01,44.6684,C[N]1C=C(C=N1)C2=CC3=C([NH]C=C3CC(=O)NC4=CC=CC(=C4)OC(F)(F)F)N=C2
NCGC00412458-01,44.6684,CNC(=O)C1=CC(=CC=C1)C2=CC3=C([NH]C=C3CC(=O)NCC4=CC=CC(=C4)F)N=C2
NCGC00412480-01,44.6684,CNC(=O)C1=CC(=CC=C1)C2=CC3=C([NH]C=C3CC(=O)NC4CCC4)N=C2
NCGC00412484-01,44.6684,CN(C)C1=CC(=CC=C1)NC(=O)CC2=C[NH]C3=C2C=C(C=N3)C4=CC=CC=C4
NCGC00412492-01,44.6684,COC1=CC(=CC=C1)NC2=CN=C3C=CC(=N[N]23)C4=CC=C(OC)C(=C4)OC
NCGC00412493-01,44.6684,COC1=CC(=CC=C1)NC2=CN=C3C=CC(=N[N]23)C4=CC=CC=C4OC
NCGC00412496-01,44.6684,COC1=CC=C(C=N1)C2=N[N]3C(=CN=C3C=C2)NC4=CC=C(OC)C(=C4)OC
NCGC00412528-01,44.6684,COC1=CC=C(C=N1)C2=N[N]3C(=CN=C3C=C2)NC4=CC=CC(=C4)Cl
NCGC00412530-01,44.6684,COC1=CC=CC=C1C2=N[N]3C(=CN=C3C=C2)NC4=CC=CC(=C4)O
NCGC00412565-01,44.6684,COC1=CC=C(C=N1)C2=N[N]3C(=CN=C3C=C2)NC4=CC=C(C=C4)C(N)=O
NCGC00412585-01,44.6684,COC1=CC=CC=C1C2=N[N]3C(=CN=C3C=C2)NC4=CC=CC(=C4)N[S+](C)([O-])=O
NCGC00412605-01,44.6684,C1OC2=CC=C(NC3=CN=C4C=CC(=N[N]34)C5=CC=CC=C5)C=C2O1
NCGC00412607-01,44.6684,COC1=CC(=CN=C1)NC2=CN=C3C=CC(=N[N]23)C4=CC=CC=C4OC
NCGC00412620-01,44.6684,COC1=CC=CC=C1NC2=CN=C3C=CC(=N[N]23)C4=CC=CC=C4OC
NCGC00412635-01,44.6684,COC1=CC=C(C=N1)C2=N[N]3C(=CN=C3C=C2)NC4=CC=CC(=C4)F
NCGC00412665-01,44.6684,COC1=CC=C(C=C1OC)C2=N[N]3C(=CN=C3C=C2)NC4=CC=CC(=C4)F
NCGC00412784-01,44.6684,COC1=CC(=CC=C1)NC2=C3OCCC3=C(C=N2)C4=CN=C(OC)C=C4
NCGC00412883-01,44.6684,CN(C)C1=NC=C2CCCC(C)(C(=O)NCC3=CC=CC(=C3)Cl)C2=N1
NCGC00412887-01,44.6684,CC1(CCCC2=CN=C(NC3=CC=CC=C3)N=C12)C(=O)NCC4=CC=CN=C4
NCGC00413007-01,44.6684,COC1=CC=C(NC(=O)C2(C)CCCC3=CN=C(N=C23)N(C)C)C=N1
NCGC00413018-01,44.6684,CC1(CCCC2=CN=C(NC3=CC=CC=C3)N=C12)C(=O)NC4=CC=NC=C4
NCGC00413030-01,44.6684,CC1(CCCC2=CN=C(NC3=CC=CC=C3)N=C12)C(=O)NCC4CC4
NCGC00413049-01,44.6684,CN(C)C1=NC=C2CCCC(C)(C(=O)NCC3=CC=C4OCOC4=C3)C2=N1
NCGC00413280-01,44.6684,CC1=CSC(=N1)NC(=O)C2=NC3=C(CCN(CC3)CC4=CC=CC(=C4)F)O2
NCGC00413354-01,44.6684,FC1=CC=C(CN2CCC3=C(CC2)N=C(O3)C(=O)NCC4=CC=CC=C4)C=C1Cl
NCGC00413558-01,44.6684,OCC1=CC=C(C=C1)C2=NC=C3C(=O)N(CCOC3=N2)CC4=C(F)C=C(F)C=C4
NCGC00413752-01,44.6684,O=C1COC2=CC=C(OC3=CC=CC=C3)N=C2CN1CC4=CC=CC=C4
NCGC00413872-01,44.6684,FC1=CC=C(C=C1)C2=CC=C3OCC(=O)N(CC4=C(F)C=CC=C4)CC3=N2
NCGC00413888-01,44.6684,FC1=CC(=CC(=C1)F)C2=CC=C3OCC(=O)N(CC4=C(F)C=CC=C4)CC3=N2
NCGC00413909-01,44.6684,COC1=CC=CC(=C1)CN2CC3=NC(=CC=C3OCC2=O)C4=CC5=C(O4)C=CC=C5
NCGC00413933-01,44.6684,CCOC1=NC=C[N]2C(=CN=C12)C3=CC=C(CN4CCNC(=O)C4)C=C3
NCGC00414006-01,44.6684,O=C(NC1=CC=C2[NH]C=CC2=C1)C3=CC=C(C=C3)C4=NC=C5C=NC(=C[N]45)C/6=C/COCC6
NCGC00414013-01,44.6684,C[N]1C=CC(=N1)NC(=O)C2=CC=C(C=C2)C3=NC=C4C=NC(=C[N]34)C5=CC=CC(=C5)F
NCGC00414050-01,44.6684,O=C1CN(CCN1)CC2=CC=C(C=C2)C3=CN=C4[N]3C=CN=C4OCC5=CC=CC=C5
NCGC00414663-01,44.6684,CC(=O)NC1=CC=CC(=C1)C2=CC=C3\N=C/N(C4=CC=CC=C4)C(=O)C3=N2
NCGC00417007-01,44.6684,CNC(=O)C1=C2OCCN(CC3=CC=CN=C3)C2=CC(=C1)C4=CC=CC=C4
NCGC00417123-01,44.6684,CNC(=O)C1=C2OCCN(CC3=CC=CN=C3)C2=CC(=C1)C4=CC=CC=C4C
NCGC00417536-01,44.6684,CNC(=O)C1=CC2=CC(=NC(=C2O1)C3=CC=CC=C3C)C4=C(C)ON=C4C
NCGC00417563-01,44.6684,CC1=C(C(=NO1)C)C2=NC(=C3OC(=CC3=C2)CO)C4=CC=CC=C4C
NCGC00417577-01,44.6684,CC(C)OC1=CC(=CC=C1)C2=C3C(=CC(=C2)C4=C(C)ON=C4C)CN(C)C3=O
NCGC00417586-01,44.6684,CN1CC2=CC(=CC(=C2C1=O)C3=CC=CC=C3OC4=CC=CC=C4)C5=C(C)ON=C5C
NCGC00417628-01,44.6684,C[N]1N=CC(=C1N[S+](C)([O-])=O)C2=NOC(=C2C(=O)NC3=CC=CC(=C3)Cl)C
NCGC00417789-01,44.6684,COC1=CC=C(CNC(=O)C2=NC3=C(C=C(Cl)C(=N3)C4=CC=CC=C4)[N]2C)C=C1OC
NCGC00417825-01,44.6684,C[N]1C2=C(N=C1C(=O)NCC3=COC=C3)N=C(C(=C2)Cl)C4=CC=CC=C4
NCGC00418673-01,44.6684,COC1=CC=C(NC(=O)[C@@H]2C[C@@H](N(C2)[S+]([O-])(=O)C3CC3)C4=CC=C(F)C=C4)C=C1OC
NCGC00419691-01,44.6684,COCC1=CC2=C(C=C1)[N](CC3=CC=CN=C3)N=C2OC(C)(C)C(=O)NCC[S+](C)([O-])=O
NCGC00419789-01,44.6684,COC1=CC(=CC=C1F)NC(=O)[C@@H]2CC[C@@H]3CO[C@@](C)(NC(=O)CC4=CC=CC=C4)C(=O)N23
NCGC00420483-01,44.6684,CC1=N[N]2CCCN(CC3=CC=CN=C3)C2=C1C4=CC=CC=C4OCC5=CC=CC=C5
NCGC00420515-01,44.6684,CC1=CC=NC=C1C2=C3[N](CCCN3C(=O)CC4=CC=C(Cl)C=C4)N=C2C
NCGC00420542-01,44.6684,OC(=O)COC1=CC=C(C=C1)C2=NC=CC3=C2C(=O)N(CC(COC4=CC=C5C=CC=NC5=C4)O3)CC6=CC=CC=C6
NCGC00420564-01,44.6684,CC1=NC=CC=C1OCC2CN(CC3=CC=CC(=C3)C(F)(F)F)C(=O)C4=C(O2)C=CN=C4C5=CC=C(OCC(O)=O)C=C5
NCGC00420571-01,44.6684,OC(=O)COC1=CC=C(C=C1)C2=NC=CC3=C2C(=O)N(CC(COC4=CC=C5C=NC=CC5=C4)O3)CC6=CC=CC(=C6)C(F)(F)F
NCGC00420584-01,44.6684,OC(=O)COC1=CC=C(C=C1)C2=NC=CC3=C2C(=O)N(CC(COC4=CC=C(C=C4)C#N)O3)CC5=C[NH]C6=CC=CC=C56
NCGC00420907-01,44.6684,COC1=CC2=C([NH]C(=N2)C[C@@H]\3C[C@@H](C(C)C)[C@H](CNC(=O)CC4(CCCC4)CC(O)=O)\C=C3C)C=C1
NCGC00421286-01,44.6684,COC1=CC=C(C=C1)C2=CC=C3NC(=O)[C@@H]4C[C@H](CCN4C(=O)C3=C2)NC(=O)CSC
NCGC00421354-01,44.6684,ClC1=CC=C(NC(=O)N2CC3=C(C[C@H]2C4=NC(=NO4)C5=CC=CC=C5)[NH]C=N3)C=C1
NCGC00421440-01,44.6684,FC1=CC=C(C=C1Cl)C2=NOC(=N2)[C@@H]3CC4=C(CN3C(=O)NC5CCCCC5)N=C[NH]4
NCGC00421794-01,44.6684,C[C@H](O)C1=C(C(=O)NC2CCOCC2)C(=NO1)C3=CC=CC=C3
NCGC00422039-01,44.6684,CC1=CC=C(NC(=O)N2CCCC2C3=NN=C[N]3C4CCCC4)C(=C1)C
NCGC00422346-01,44.6684,COC1=C(OC)C=C(C=C1)C2=NOC(=N2)N(C)CC3=CC=CC=C3
NCGC00423301-01,44.6684,COC(=O)CCNC(=O)C1C2=CC=CC=C2C(=O)N(C3CCCCC3)C14CCCCC4
NCGC00423303-01,44.6684,CCCCN1C(=O)C2=CC=CC=C2C(C(=O)NC(C)C)C13CCCCC3
NCGC00423361-01,44.6684,CC(C)CNC(=O)C1C2=CC=CC=C2C(=O)N(CC3=CC=CO3)C14CCCC4
NCGC00423379-01,44.6684,COCCN1C(=O)C2=CC=CC=C2C(C(=O)NC3=CC4=C([NH]C=C4)C=C3)C15CCCC5
NCGC00423413-01,44.6684,O=C(NCC1=CC=CO1)C2C3=C(C=CC=C3)C(=O)N(CC4=CC=CC=C4)C25CCCC5
NCGC00423540-01,44.6684,CCCCNC(=O)C1C2=C(C=CC=C2)C(=O)N(CC3=CC=CC=C3)C14CCCC4
NCGC00424270-01,44.6684,COC1=CC=C(CC2=N[N]3C(=CC=NC3=N2)C4=CC=CC=C4)C=C1
NCGC00424278-01,44.6684,C1CC1C2=N[N]3C(=N2)N=CC=C3C4=CC=CC=C4
NCGC00424308-01,44.6684,COC1=CC=C(CCC2=N[N]3C(=N2)N=CC=C3C4=CSC=C4)C=C1OC
NCGC00424350-01,44.6684,COC1=CC(=C(C=C1)C2=CC=NC3=NC(=N[N]23)C4=CC=CC=C4OC)F
NCGC00424420-01,44.6684,C1CC(C1)C2=N[N]3C(=N2)N=CC=C3C4=CC=CS4
NCGC00424591-01,44.6684,O=C(C[N]1C=CC2=CC=CC=C12)NC3=CC=C4NC(=O)[C@@H]5CCCN5C(=O)C4=C3
NCGC00424634-01,44.6684,O=C(CC1=CC2=C(CCO2)C=C1)NC3=CC=C4NC(=O)[C@@H]5CCCN5C(=O)C4=C3
NCGC00424653-01,44.6684,O=C1NC2=CC=C(NC(=O)C3=N[NH]C4=C3CCC4)C=C2C(=O)N5CCC[C@@H]15
NCGC00424682-01,44.6684,COC1=C(OC)C=C(C=C1)C(=O)NCCC2CCN(CC2)C(=O)NC3=CC=CC=C3
NCGC00424688-01,44.6684,CC1=CC=CC(=C1)NC(=O)N2CCC(CCNC(=O)C3=CC=CS3)CC2
NCGC00424949-01,44.6684,COC1=C(OC)C=C(C=C1)C(=O)NCCC2CCN(CC2)C(=O)NC3=C(F)C=CC(=C3)F
NCGC00425007-01,44.6684,FC1=CC(=CC(=C1)F)NC(=O)N2CCC(CCNC(=O)C3=CC=CS3)CC2
NCGC00425129-01,44.6684,COC1=CC=CC(=C1)CNC(=O)C2(CCCCC2)C3=CC=C(NC(C)=O)C=C3
NCGC00425254-01,44.6684,COC1=CC=C(C=C1)C2=C(NC(=O)C3CCCN3C(=O)CC=C)C=CC=C2
NCGC00425307-01,44.6684,CC(=O)NC1=CC=C(C=C1)C2(CCC2)C(=O)NCC3=CC=CS3
NCGC00425377-01,44.6684,CN1C(=O)CCC2=C1C=CC(=C2)NC(=O)CC3=CC=C(Cl)C=C3
NCGC00425398-01,44.6684,COC1=C(OC)C=C(CCN(C)CC2=NC(=NO2)C3=NC=CC=C3)C=C1
NCGC00426258-01,44.6684,COC1=CC=CC(=C1)CCC(=O)NC2=CC=C3N=CN=C(N4CCCC4)C3=C2
NCGC00426816-01,44.6684,CCN(CC)C(=O)CC1=CC=C[N]1C2=CC(=CC=C2)Cl
NCGC00426826-01,44.6684,CN(CC1=CC=CO1)C(=O)CC2=CC=C[N]2C3=CC(=CC=C3)Cl
NCGC00427345-01,44.6684,O=C(NCC1=CC=CC=C1)N2CCCCC2C3=NN=C([NH]3)C4=NC=CN=C4
NCGC00427592-01,44.6684,COC1=CC(=CC(=C1)NC(=O)NC2=CC(=CC=C2)C3=NN=C(C=C3)N4CCOCC4)OC
NCGC00427600-01,44.6684,COC1=CC(=CC=C1)CNC(=O)NC2=CC(=CC=C2)C3=NN=C(C=C3)N4CCOCC4
NCGC00427608-01,44.6684,COC1=CC=C(CNC(=O)NC2=CC(=CC=C2)C3=NN=C(C=C3)N4CCOCC4)C=C1
NCGC00427815-01,44.6684,FC(F)(F)C1=CC=C(C=C1)C2=N[NH]C3=C2CN(CC3)C(=O)C4CC\C=C/C4
NCGC00428276-01,44.6684,COC1=CC=C(C=C1)C(CC(=O)N(C)CC2=CC=CC=N2)C3=CC=CC=C3
NCGC00428332-01,44.6684,COC1=C(C=CC=C1)C2=CC=NC(=N2)[N]3N=CC(=C3C4CC4)C(=O)NCCC5=CN=CC=C5
NCGC00428820-01,44.6684,COC1=CC=CC=C1CC(=O)NCC2=CC=CN=C2[N]3C=NC4=C3C=CC=C4
NCGC00429580-01,44.6684,COC1=CC=C(C=C1)N2CCN(CC2)C(=O)C3=CC4=C(CCN(C4)C(C)=O)S3
NCGC00430839-01,44.6684,CC1=CC=CC=C1CCC2CCCN(C2)C(=O)C3=CC=CC=C3C4=NN=N[NH]4
NCGC00431513-01,44.6684,COC1=CC(=C(CC(=O)NCC2=CC(=CC3=C2[NH]C(=C3C)C)C)C=C1)OC
NCGC00431893-01,44.6684,COCC\1=C\C(=O)N(CC(=O)NC2=CC=CC=C2F)\C(=N1)N3CCOCC3
NCGC00431901-01,44.6684,COCC\1=C\C(=O)N(CC(=O)NC2=CC=CC=C2)\C(=N1)N3CCOCC3
NCGC00431950-01,44.6684,CC1=CC(=CC=C1)C2=NC=C(CN(CCC(N)=O)CC3=CC=CC=C3)C=N2
NCGC00432018-01,44.6684,CC1=NSC(=N1)NC(=O)N2CCCN(CC2)C3=CC=CC=C3
NCGC00432677-01,44.6684,CC[N]1C=C(C=C1C(O)=O)C2=CC=C(OC)C=C2
NCGC00432751-01,44.6684,CCC1=NC2=CC(=CN=C2N=C1CC)N3CCCC(C3)C(O)=O
NCGC00432793-01,44.6684,OC(=O)C1=CC2=C(C=C1)[N]3N=CC=C3C(=O)N2CC4=CC=CC=C4
NCGC00432797-01,44.6684,OC(=O)C1=CC2=C(C=C1)[N]3N=CC=C3C(=O)N2CC4=CC(=CC=C4)F
NCGC00432801-01,44.6684,COC1=CC=C(CN2C(=O)C3=CC=N[N]3C4=C2C=C(C=C4)C(O)=O)C=C1
NCGC00433045-01,44.6684,CC1=C(Cl)C=C(NC(=O)C2CCCN(C2)C3=CN=C4N=CC=NC4=C3)C=C1
NCGC00433079-01,44.6684,CCOC1=CC=CC(=C1)CNC(=O)C2CCCN(C2)C3=CN=C4N=C(C)C(=NC4=C3)C
NCGC00433698-01,44.6684,CCSC\1=N\N=C(/C(=O)N1)C2=C(NC(=O)C(CC)[N]3C=CC=N3)C=CC=C2
NCGC00433702-01,44.6684,CCOC1=CC=CC=C1C(=O)NC2CCN(C2=O)C3=CC(=CC(=C3)C)C
NCGC00433796-01,44.6684,CCCN1\C=C/C2=C(C1=O)C(=C(C)S2)C(=O)NCC3=CC=C(F)C=C3
NCGC00433860-01,44.6684,CCN1\C=C/C2=C(C1=O)C(=C(C)O2)C(=O)N3CCN(CC3)C4=C(Cl)C=CC=C4
NCGC00433875-01,44.6684,CCCN1\C=C/C2=C(C1=O)C(=C(C)O2)C(=O)NCC3=CC=C(OC)C=C3
NCGC00434185-01,44.6684,COC1=C(OC)C=C(C=C1)C2=NC3=C(C)C=CC=C3C=C2CN(C)CC4=NC=C[NH]4
NCGC00434289-01,44.6684,CN(CC1=CC=CC=C1)C(=O)C2=CC=C3N([C@@H]4CC[C@@H](O)CC4)C(=O)NC3=C2
NCGC00434525-01,44.6684,COCCN1CCCC2(CCN(C2)C3=NC(=NC4=C3C=CS4)C)C1=O
NCGC00435040-01,44.6684,CC1=CC=C2C=C(CCC(=O)N3CCN(CC3)C4=NC=CC=C4)C(=NC2=C1)O
NCGC00435100-01,44.6684,COC1=CC=CC(=C1)N2CCN(CC2)C(=O)COC3=CC=C(NC(=O)C4CC4)C=N3
NCGC00435132-01,44.6684,COC1=CC=C(C=C1)C(C)NC(=O)COC2=CC=C(NC(=O)C3CC3)C=N2
NCGC00435918-01,44.6684,CN(C)C(=O)C1=C2CN(CCC2=N[NH]1)[S+]([O-])(=O)C3=CC=CC=C3
NCGC00435962-01,44.6684,CCNC(=O)C1=N[NH]C2=C1CN(CC2)C(=O)C3=CC=C(OC(F)(F)F)C=C3
NCGC00436377-01,44.6684,COC1=CC=C(C=C1)C2=NC=C(CN3CCCC4(C3)CN(C)C(=O)O4)C=N2
NCGC00436817-01,44.6684,CSC1=CC=C2C=C(CN(C)CCO)C(=NC2=C1)C3=CC=C(Cl)C=C3
NCGC00437117-01,44.6684,CC1=CC(=C(O1)C2=CC=CC=C2)C(=O)N3CCC4(C3)CC(=O)NC4=O
NCGC00437362-01,44.6684,CCOC1=CC=C(C=C1)C(=O)NC2CCCN(C2)C3=CC(=N[NH]3)C4=CC=CC=C4
